epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
751,561776,0.892,1.1887,1.048,0.8351,0.79885,0.84942,0.61038,0.81046,1.10986,1.01849,0.00154982,0.00154982,0.00154982
752,562494,0.89563,1.19198,1.04793,0.83285,0.79916,0.84853,0.60989,0.81058,1.10919,1.01874,0.00153884,0.00153884,0.00153884
753,563222,0.89392,1.18604,1.04726,0.83057,0.80227,0.84814,0.6093,0.81074,1.10908,1.01881,0.0015279,0.0015279,0.0015279
754,563957,0.88893,1.17423,1.04529,0.82874,0.80587,0.84803,0.60921,0.81028,1.10914,1.01854,0.00151699,0.00151699,0.00151699
755,564689,0.88995,1.17809,1.04544,0.82829,0.80665,0.84801,0.60857,0.80987,1.10908,1.01822,0.00150611,0.00150611,0.00150611
756,565412,0.89181,1.18877,1.04546,0.82816,0.80802,0.84817,0.60916,0.80941,1.10922,1.01794,0.00149527,0.00149527,0.00149527
757,566131,0.89149,1.17886,1.04531,0.82918,0.80685,0.84868,0.60964,0.8094,1.11048,1.01812,0.00148447,0.00148447,0.00148447
758,566854,0.88991,1.18196,1.04642,0.82731,0.8091,0.84829,0.60944,0.80933,1.10941,1.01826,0.0014737,0.0014737,0.0014737
759,567577,0.8873,1.16814,1.04266,0.8272,0.81072,0.84818,0.60977,0.80919,1.10938,1.01789,0.00146297,0.00146297,0.00146297
760,568297,0.8867,1.16379,1.0411,0.82742,0.80964,0.84806,0.60912,0.80922,1.11,1.01789,0.00145227,0.00145227,0.00145227
761,569025,0.88716,1.17121,1.04428,0.8268,0.81055,0.84663,0.60865,0.80929,1.11066,1.01774,0.00144161,0.00144161,0.00144161
762,569746,0.88686,1.1758,1.0436,0.83064,0.81188,0.84673,0.6087,0.80959,1.11021,1.01785,0.00143098,0.00143098,0.00143098
763,570468,0.88941,1.17614,1.04524,0.83141,0.81182,0.84669,0.60842,0.80979,1.11003,1.01809,0.00142039,0.00142039,0.00142039
764,571191,0.88528,1.16331,1.04022,0.83106,0.81194,0.84674,0.60868,0.80966,1.11062,1.01814,0.00140983,0.00140983,0.00140983
765,571919,0.88715,1.1685,1.04352,0.83275,0.81302,0.84657,0.60843,0.80953,1.11124,1.01801,0.00139931,0.00139931,0.00139931
766,572647,0.88339,1.16335,1.04245,0.83319,0.81499,0.84667,0.60918,0.81001,1.11103,1.01807,0.00138883,0.00138883,0.00138883
767,573381,0.88536,1.15846,1.04224,0.83448,0.81288,0.84575,0.60885,0.81023,1.10838,1.01797,0.00137838,0.00137838,0.00137838
768,574115,0.88188,1.16081,1.0407,0.83536,0.81372,0.84707,0.60916,0.81062,1.10913,1.0181,0.00136797,0.00136797,0.00136797
769,574850,0.88007,1.1532,1.04167,0.83298,0.81346,0.84604,0.609,0.81105,1.10997,1.01836,0.00135759,0.00135759,0.00135759
770,575583,0.87763,1.15007,1.03942,0.83501,0.81259,0.84613,0.60881,0.81124,1.10978,1.0185,0.00134725,0.00134725,0.00134725
771,576313,0.8855,1.16192,1.04284,0.83497,0.81388,0.84658,0.60988,0.81153,1.1093,1.01856,0.00133695,0.00133695,0.00133695
772,577034,0.87884,1.15003,1.03786,0.83447,0.81382,0.84666,0.60924,0.81203,1.10865,1.01867,0.00132668,0.00132668,0.00132668
773,577764,0.88101,1.15166,1.04096,0.83444,0.81102,0.84646,0.60894,0.81203,1.11016,1.01883,0.00131646,0.00131646,0.00131646
774,578486,0.87738,1.1454,1.03737,0.83656,0.80843,0.84616,0.60863,0.81254,1.10874,1.01899,0.00130626,0.00130626,0.00130626
775,579216,0.87734,1.14412,1.03981,0.83434,0.80862,0.84657,0.60919,0.81267,1.10827,1.01914,0.00129611,0.00129611,0.00129611
776,579937,0.88243,1.15001,1.03829,0.83173,0.80948,0.84569,0.6089,0.81282,1.10712,1.01924,0.00128599,0.00128599,0.00128599
777,580663,0.87753,1.14122,1.03939,0.8307,0.81093,0.84643,0.61022,0.8131,1.10646,1.01928,0.00127591,0.00127591,0.00127591
778,581395,0.87861,1.14238,1.03821,0.82857,0.81273,0.84619,0.60938,0.81316,1.10723,1.01919,0.00126587,0.00126587,0.00126587
779,582115,0.8806,1.13886,1.03797,0.82811,0.81005,0.84624,0.60972,0.81341,1.10755,1.01935,0.00125586,0.00125586,0.00125586
780,582836,0.87955,1.13929,1.0382,0.83033,0.80892,0.84666,0.60957,0.81343,1.10643,1.01949,0.00124589,0.00124589,0.00124589
781,583557,0.87476,1.1351,1.03629,0.83065,0.80976,0.84771,0.60912,0.81363,1.10623,1.01958,0.00123596,0.00123596,0.00123596
782,584286,0.87652,1.13266,1.03751,0.83071,0.80933,0.84785,0.60981,0.81392,1.106,1.01963,0.00122607,0.00122607,0.00122607
783,585002,0.87897,1.13562,1.03686,0.83385,0.80628,0.84681,0.60906,0.81429,1.10573,1.01971,0.00121621,0.00121621,0.00121621
784,586445,0.87073,1.12427,1.0339,0.83524,0.80403,0.84618,0.60873,0.81455,1.10488,1.01972,0.00120639,0.00120639,0.00120639
785,588150,0.87233,1.13236,1.0361,0.83509,0.80296,0.84622,0.60923,0.81429,1.10446,1.01962,0.00119661,0.00119661,0.00119661
